matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,,{},False,01/12/2025,10:00,0
M2,Falcons,MOUZ,,{},False,01/12/2025,14:00,0
M3,The MongolZ,Spirit,,{},False,02/12/2025,12:00,0
M4,Natus Vincere,G2,,{},False,03/12/2025,10:00,0
M5,Aurora,paiN,,{},False,03/12/2025,14:00,0
M6,Astralis,FaZe,,{},False,04/12/2025,13:00,0
M7,3DMAX,Legacy,,{},False,05/12/2025,11:00,0
M8,Liquid,B8,,{},False,05/12/2025,15:00,0
M9,GamerLegion,HEROIC,,{},False,06/12/2025,13:00,0
M10,Virtus.rpo,SAW,,{},False,07/12/2025,11:00,0
M11,Passion UA,M80,,{},False,08/12/2025,10:00,0
M12,FURIA or Vitality,Falcons or MOUZ,,{},False,08/12/2025,14:00,0
M13,The MongolZ or Spirit,Natus Vincere or G2,,{},False,09/12/2025,12:00,0
M14,Aurora or paiN,Astralis or FaZe,,{},False,10/12/2025,10:00,0
M15,Lynn Vision,3DMAX or Legacy,,{},False,10/12/2025,14:00,0
M16,FUT,Liquid or B8,,{},False,11/12/2025,13:00,0
M17,PARIVISION,GamerLegion or HEROIC,,{},False,12/12/2025,11:00,0
M18,Ninjas in Pyjamas,Virtus.rpo or SAW,,{},False,12/12/2025,15:00,0
M19,fnatic,Passion UA or M80,,{},False,13/12/2025,13:00,0
M20,TBD,TBD,,{},False,14/12/2025,11:00,0
M21,TBD,TBD,,{},False,15/12/2025,10:00,0
M22,TBD,TBD,,{},False,15/12/2025,14:00,0
M23,TBD,TBD,,{},False,16/12/2025,12:00,0
M24,TBD,TBD,,{},False,17/12/2025,10:00,0
M25,TBD,TBD,,{},False,17/12/2025,15:00,0
M26,FURIA,Vitality,,{},False,01/12/2025,10:00,0
M27,Falcons,MOUZ,,{},False,01/12/2025,14:00,0
M28,The MongolZ,Spirit,,{},False,02/12/2025,12:00,0
M29,Natus Vincere,G2,,{},False,03/12/2025,11:00,0
M30,Aurora,paiN,,{},False,03/12/2025,15:00,0
M31,Astralis,FaZe,,{},False,04/12/2025,13:00,0
M32,3DMAX,Legacy,,{},False,05/12/2025,12:00,0
M33,Liquid,B8,,{},False,06/12/2025,10:00,0
M34,GamerLegion,HEROIC,,{},False,06/12/2025,15:00,0
M35,Virtus.rpo,SAW,,{},False,07/12/2025,13:00,0
M36,FURIA or Vitality,Falcons or MOUZ,,{},False,08/12/2025,11:00,0
M37,The MongolZ or Spirit,Natus Vincere or G2,,{},False,09/12/2025,10:00,0
M38,Passion UA,Aurora or paiN,,{},False,09/12/2025,14:00,0
M39,M80,Astralis or FaZe,,{},False,10/12/2025,13:00,0
M40,Lynn Vision,3DMAX or Legacy,,{},False,11/12/2025,11:00,0
M41,FUT,Liquid or B8,,{},False,11/12/2025,15:00,0
M42,PARIVISION,GamerLegion or HEROIC,,{},False,12/12/2025,14:00,0
M43,Ninjas in Pyjamas,Virtus.rpo or SAW,,{},False,13/12/2025,12:00,0
M44,TBD,TBD,,{},False,14/12/2025,11:00,0
M45,TBD,TBD,,{},False,14/12/2025,15:00,0
M46,TBD,TBD,,{},False,15/12/2025,13:00,0
M47,TBD,TBD,,{},False,16/12/2025,12:00,0
M48,TBD,TBD,,{},False,17/12/2025,10:00,0
