matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,Vitality,"{'FURIA': '3', 'Vitality': '9'}",True,01/12/2025,10:00,0
M2,Falcons,MOUZ,Falcons,"{'Falcons': '8', 'MOUZ': '5'}",True,01/12/2025,15:00,0
M3,The MongolZ,Spirit,Spirit,"{'The MongolZ': '8', 'Spirit': '10'}",True,02/12/2025,14:00,0
M4,Natus Vincere,G2,Natus Vincere,"{'Natus Vincere': '6', 'G2': '4'}",True,03/12/2025,13:00,0
M5,Aurora,paiN,Aurora,"{'Aurora': '10', 'paiN': '7'}",True,04/12/2025,12:00,0
M6,Astralis,FaZe,FaZe,"{'Astralis': '2', 'FaZe': '4'}",True,05/12/2025,11:00,0
M7,3DMAX,Legacy,3DMAX,"{'3DMAX': '10', 'Legacy': '5'}",True,06/12/2025,10:00,0
M8,Liquid,B8,Liquid,"{'Liquid': '10', 'B8': '9'}",True,06/12/2025,15:00,0
M9,GamerLegion,Vitality,Vitality,"{'GamerLegion': '9', 'Vitality': '9'}",True,07/12/2025,14:00,0
M10,HEROIC,Falcons,Falcons,"{'HEROIC': '8', 'Falcons': '8'}",True,08/12/2025,13:00,0
M11,Virtus.rpo,Spirit,Spirit,"{'Virtus.rpo': '10', 'Spirit': '10'}",True,09/12/2025,12:00,0
M12,SAW,Natus Vincere,Natus Vincere,"{'SAW': '9', 'Natus Vincere': '10'}",True,10/12/2025,11:00,0
M13,Passion UA,Aurora,Aurora,"{'Passion UA': '0', 'Aurora': '4'}",True,11/12/2025,10:00,0
M14,M80,FaZe,M80,"{'M80': '9', 'FaZe': '1'}",True,11/12/2025,15:00,0
M15,Vitality,Falcons,Falcons,"{'Vitality': '8', 'Falcons': '10'}",True,12/12/2025,14:00,0
M16,Spirit,Natus Vincere,Natus Vincere,"{'Spirit': '0', 'Natus Vincere': '3'}",True,13/12/2025,13:00,0
M17,Aurora,3DMAX,Aurora,"{'Aurora': '10', '3DMAX': '7'}",True,14/12/2025,12:00,0
M18,Liquid,M80,Liquid,"{'Liquid': '4', 'M80': '0'}",True,15/12/2025,11:00,0
M19,TBD,TBD,,{},False,16/12/2025,10:00,0
M20,TBD,TBD,,{},False,16/12/2025,15:00,0
M21,TBD,TBD,,{},False,17/12/2025,15:00,0
