matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,FURIA,"{'FURIA': '6', 'Vitality': '0'}",True,01/12/2025,10:00,0
M2,Falcons,MOUZ,MOUZ,"{'Falcons': '8', 'MOUZ': '10'}",True,02/12/2025,11:00,0
M3,The MongolZ,Spirit,Spirit,"{'The MongolZ': '6', 'Spirit': '9'}",True,03/12/2025,12:00,0
M4,Natus Vincere,G2,Natus Vincere,"{'Natus Vincere': '6', 'G2': '4'}",True,04/12/2025,13:00,0
M5,Aurora,paiN,paiN,"{'Aurora': '5', 'paiN': '9'}",True,05/12/2025,14:00,0
M6,Astralis,FaZe,FaZe,"{'Astralis': '8', 'FaZe': '9'}",True,07/12/2025,10:00,0
M7,3DMAX,Legacy,Legacy,"{'3DMAX': '2', 'Legacy': '5'}",True,08/12/2025,11:00,0
M8,Liquid,B8,Liquid,"{'Liquid': '9', 'B8': '7'}",True,09/12/2025,12:00,0
M9,FURIA,MOUZ,,{},False,10/12/2025,13:00,0
M10,Spirit,Natus Vincere,,{},False,11/12/2025,14:00,0
M11,paiN,FaZe,,{},False,13/12/2025,10:00,0
M12,Legacy,Liquid,,{},False,14/12/2025,11:00,0
M13,FURIA,MOUZ,,{},False,15/12/2025,12:00,0
M14,Spirit,Natus Vincere,,{},False,16/12/2025,13:00,0
M15,TBD,TBD,,{},False,17/12/2025,15:00,0
