matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,FURIA,"{'FURIA': '10', 'Vitality': '5'}",True,01/12/2025,10:00,0
M2,Falcons,MOUZ,MOUZ,"{'Falcons': '6', 'MOUZ': '10'}",True,02/12/2025,11:00,0
M3,The MongolZ,Spirit,Spirit,"{'The MongolZ': '5', 'Spirit': '6'}",True,03/12/2025,12:00,0
M4,Natus Vincere,G2,G2,"{'Natus Vincere': '3', 'G2': '3'}",True,04/12/2025,13:00,0
M5,Aurora,paiN,Aurora,"{'Aurora': '8', 'paiN': '2'}",True,05/12/2025,14:00,0
M6,Astralis,FaZe,FaZe,"{'Astralis': '0', 'FaZe': '10'}",True,07/12/2025,10:00,0
M7,3DMAX,Legacy,Legacy,"{'3DMAX': '3', 'Legacy': '8'}",True,08/12/2025,11:00,0
M8,Liquid,B8,B8,"{'Liquid': '4', 'B8': '10'}",True,09/12/2025,12:00,0
M9,FURIA,MOUZ,MOUZ,"{'FURIA': '2', 'MOUZ': '3'}",True,10/12/2025,13:00,0
M10,Spirit,G2,G2,"{'Spirit': '6', 'G2': '8'}",True,11/12/2025,14:00,0
M11,Aurora,FaZe,Aurora,"{'Aurora': '7', 'FaZe': '5'}",True,13/12/2025,10:00,0
M12,Legacy,B8,Legacy,"{'Legacy': '6', 'B8': '1'}",True,14/12/2025,11:00,0
M13,MOUZ,G2,MOUZ,"{'MOUZ': '2', 'G2': '1'}",True,15/12/2025,12:00,0
M14,Aurora,Legacy,Aurora,"{'Aurora': '8', 'Legacy': '1'}",True,16/12/2025,13:00,0
M15,TBD,TBD,,{},False,17/12/2025,15:00,0
