matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,Vitality,"{'FURIA': '2', 'Vitality': '6'}",True,01/12/2025,10:00,0
M2,Falcons,MOUZ,MOUZ,"{'Falcons': '3', 'MOUZ': '9'}",True,02/12/2025,11:00,0
M3,The MongolZ,Spirit,The MongolZ,"{'The MongolZ': '9', 'Spirit': '0'}",True,03/12/2025,12:00,0
M4,Natus Vincere,G2,G2,"{'Natus Vincere': '7', 'G2': '9'}",True,04/12/2025,13:00,0
M5,Aurora,paiN,paiN,"{'Aurora': '2', 'paiN': '3'}",True,05/12/2025,14:00,0
M6,Astralis,FaZe,FaZe,"{'Astralis': '4', 'FaZe': '9'}",True,07/12/2025,10:00,0
M7,3DMAX,Legacy,Legacy,"{'3DMAX': '3', 'Legacy': '7'}",True,08/12/2025,11:00,0
M8,Liquid,B8,B8,"{'Liquid': '6', 'B8': '10'}",True,09/12/2025,12:00,0
M9,Vitality,MOUZ,,{},False,10/12/2025,13:00,0
M10,The MongolZ,G2,,{},False,11/12/2025,14:00,0
M11,paiN,FaZe,,{},False,13/12/2025,10:00,0
M12,Legacy,B8,,{},False,14/12/2025,11:00,0
M13,TBD,TBD,,{},False,15/12/2025,12:00,0
M14,TBD,TBD,,{},False,16/12/2025,13:00,0
M15,TBD,TBD,,{},False,17/12/2025,15:00,0
