matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,,{},False,01/12/2025,10:00,0
M2,Falcons,MOUZ,,{},False,01/12/2025,14:00,0
M3,The MongolZ,Spirit,,{},False,02/12/2025,13:00,0
M4,Natus Vincere,G2,,{},False,03/12/2025,12:00,0
M5,Aurora,paiN,,{},False,04/12/2025,11:00,0
M6,Astralis,FaZe,,{},False,05/12/2025,10:00,0
M7,3DMAX,Legacy,,{},False,05/12/2025,14:00,0
M8,Liquid,B8,,{},False,06/12/2025,13:00,0
M9,GamerLegion,HEROIC,,{},False,07/12/2025,12:00,0
M10,Virtus.rpo,SAW,,{},False,08/12/2025,11:00,0
M11,Passion UA,M80,,{},False,09/12/2025,10:00,0
M12,FURIA or Vitality,Falcons or MOUZ,,{},False,09/12/2025,14:00,0
M13,The MongolZ or Spirit,Natus Vincere or G2,,{},False,10/12/2025,13:00,0
M14,Aurora or paiN,Astralis or FaZe,,{},False,11/12/2025,12:00,0
M15,Lynn Vision,3DMAX or Legacy,,{},False,12/12/2025,11:00,0
M16,FUT,Liquid or B8,,{},False,13/12/2025,10:00,0
M17,TBD,TBD,,{},False,13/12/2025,14:00,0
M18,TBD,TBD,,{},False,14/12/2025,13:00,0
M19,TBD,TBD,,{},False,15/12/2025,12:00,0
M20,TBD,TBD,,{},False,16/12/2025,11:00,0
M21,TBD,TBD,,{},False,17/12/2025,10:00,0
