matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,FURIA,"{'FURIA': '8', 'Vitality': '1'}",True,01/12/2025,10:00,0
M2,Falcons,MOUZ,Falcons,"{'Falcons': '8', 'MOUZ': '5'}",True,02/12/2025,11:00,0
M3,The MongolZ,Spirit,The MongolZ,"{'The MongolZ': '5', 'Spirit': '2'}",True,03/12/2025,12:00,0
M4,Natus Vincere,G2,Natus Vincere,"{'Natus Vincere': '10', 'G2': '9'}",True,04/12/2025,13:00,0
M5,Aurora,paiN,Aurora,"{'Aurora': '3', 'paiN': '0'}",True,05/12/2025,14:00,0
M6,Astralis,FaZe,Astralis,"{'Astralis': '1', 'FaZe': '0'}",True,07/12/2025,10:00,0
M7,3DMAX,Legacy,Legacy,"{'3DMAX': '0', 'Legacy': '5'}",True,08/12/2025,11:00,0
M8,Liquid,B8,Liquid,"{'Liquid': '7', 'B8': '5'}",True,09/12/2025,12:00,0
M9,FURIA,Falcons,,{},False,10/12/2025,13:00,0
M10,The MongolZ,Natus Vincere,,{},False,11/12/2025,14:00,0
M11,Aurora,Astralis,,{},False,13/12/2025,10:00,0
M12,Legacy,Liquid,,{},False,14/12/2025,11:00,0
M13,TBD,TBD,,{},False,15/12/2025,12:00,0
M14,TBD,TBD,,{},False,16/12/2025,13:00,0
M15,TBD,TBD,,{},False,17/12/2025,15:00,0
