matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,Vitality,"{'FURIA': '2', 'Vitality': '2'}",True,01/12/2025,10:00,0
M2,Falcons,MOUZ,MOUZ,"{'Falcons': '0', 'MOUZ': '8'}",True,02/12/2025,11:00,0
M3,The MongolZ,Spirit,Spirit,"{'The MongolZ': '1', 'Spirit': '5'}",True,03/12/2025,12:00,0
M4,Natus Vincere,G2,Natus Vincere,"{'Natus Vincere': '5', 'G2': '3'}",True,04/12/2025,13:00,0
M5,Aurora,paiN,paiN,"{'Aurora': '5', 'paiN': '10'}",True,05/12/2025,14:00,0
M6,Astralis,FaZe,FaZe,"{'Astralis': '0', 'FaZe': '10'}",True,07/12/2025,10:00,0
M7,3DMAX,Legacy,3DMAX,"{'3DMAX': '3', 'Legacy': '1'}",True,08/12/2025,11:00,0
M8,Liquid,B8,B8,"{'Liquid': '2', 'B8': '5'}",True,09/12/2025,12:00,0
M9,Vitality,MOUZ,MOUZ,"{'Vitality': '2', 'MOUZ': '8'}",True,10/12/2025,13:00,0
M10,Spirit,Natus Vincere,Spirit,"{'Spirit': '9', 'Natus Vincere': '5'}",True,11/12/2025,14:00,0
M11,paiN,FaZe,FaZe,"{'paiN': '8', 'FaZe': '8'}",True,13/12/2025,10:00,0
M12,3DMAX,B8,3DMAX,"{'3DMAX': '10', 'B8': '1'}",True,14/12/2025,11:00,0
M13,MOUZ,Spirit,MOUZ,"{'MOUZ': '3', 'Spirit': '2'}",True,15/12/2025,12:00,0
M14,FaZe,3DMAX,3DMAX,"{'FaZe': '2', '3DMAX': '3'}",True,16/12/2025,13:00,0
M15,MOUZ,3DMAX,MOUZ,"{'MOUZ': '9', '3DMAX': '1'}",True,17/12/2025,15:00,0
