matchID,team_A,team_B,matchWinner,playerScore,matchPlayed,matchDate,matchTime,server
M1,FURIA,Vitality,Vitality,{},True,01/12/2025,10:00,0
M2,Falcons,MOUZ,MOUZ,{},True,02/12/2025,11:00,0
M3,The MongolZ,Spirit,The MongolZ,{},True,03/12/2025,12:00,0
M4,Natus Vincere,G2,G2,{},True,04/12/2025,13:00,0
M5,Aurora,paiN,paiN,{},True,05/12/2025,14:00,0
M6,Astralis,FaZe,FaZe,{},True,07/12/2025,10:00,0
M7,3DMAX,Legacy,3DMAX,{},True,08/12/2025,11:00,0
M8,Liquid,B8,B8,{},True,09/12/2025,12:00,0
M9,FURIA,Vitality,,{},False,10/12/2025,13:00,0
M10,Falcons,MOUZ,,{},False,11/12/2025,14:00,0
M11,The MongolZ,Spirit,,{},False,13/12/2025,10:00,0
M12,Natus Vincere,G2,,{},False,14/12/2025,11:00,0
M13,TBD,TBD,,{},False,15/12/2025,12:00,0
M14,TBD,TBD,,{},False,16/12/2025,13:00,0
M15,TBD,TBD,,{},False,17/12/2025,15:00,0
